# HB Z M OV QHEL tau_He tau_H fname
0 0.001 0.950 0.00 0.512 9.234e+05 6.521e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.95.PMS
1 0.001 0.950 0.30 0.512 9.263e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M.95.PMS.HB
0 0.001 1.000 0.00 0.486 9.282e+05 5.462e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.00.PMS
1 0.001 1.000 0.30 0.486 9.268e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.00.PMS.HB
0 0.001 1.050 0.05 0.462 9.28e+05 4.583e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.05.PMS
1 0.001 1.050 0.30 0.462 9.185e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.05.PMS.HB
0 0.001 1.100 0.10 0.440 9.256e+05 3.881e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.10.PMS
1 0.001 1.100 0.30 0.440 9.168e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.10.PMS.HB
0 0.001 1.150 0.15 0.421 9.162e+05 3.328e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.15.PMS
1 0.001 1.150 0.30 0.421 9.066e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.15.PMS.HB
0 0.001 1.200 0.20 0.403 9.424e+05 2.895e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.20.PMS
1 0.001 1.200 0.30 0.403 9.141e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.20.PMS.HB
0 0.001 1.250 0.25 0.387 9.381e+05 2.55e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.25.PMS
1 0.001 1.250 0.30 0.387 9.035e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.25.PMS.HB
0 0.001 1.300 0.30 0.372 9.379e+05 2.3e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.30.PMS
1 0.001 1.300 0.30 0.372 8.959e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.30.PMS.HB
0 0.001 1.350 0.30 0.358 9.527e+05 2.053e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.35.PMS
1 0.001 1.350 0.30 0.358 8.944e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.35.PMS.HB
0 0.001 1.400 0.30 0.344 9.406e+05 1.841e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.40.PMS
1 0.001 1.400 0.30 0.344 8.872e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.40.PMS.HB
0 0.001 1.450 0.30 0.332 9.713e+05 1.661e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.45.PMS
1 0.001 1.450 0.30 0.331 8.875e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.45.PMS.HB
0 0.001 1.500 0.30 0.320 1.001e+06 1.506e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.50.PMS
1 0.001 1.500 0.30 0.320 8.911e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.50.PMS.HB
0 0.001 1.550 0.30 0.308 1.028e+06 1.374e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.55.PMS
1 0.001 1.550 0.30 0.307 8.91e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.55.PMS.HB
0 0.001 1.600 0.30 0.296 1.052e+06 1.257e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.60.PMS
1 0.001 1.600 0.30 0.296 9.055e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.60.PMS.HB
0 0.001 1.650 0.30 0.284 1.14e+06 1.155e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.65.PMS
1 0.001 1.650 0.30 0.284 9.27e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.65.PMS.HB
0 0.001 1.700 0.30 0.271 1.205e+06 1.063e+09 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.70.PMS
1 0.001 1.700 0.30 0.271 9.568e+07 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.70.PMS.HB
0 0.001 1.750 0.30 0.257 1.318e+06 9.824e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.75.PMS
1 0.001 1.750 0.30 0.256 1.005e+08 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.75.PMS.HB
0 0.001 1.800 0.30 0.240 1.642e+06 9.096e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.80.PMS
1 0.001 1.800 0.30 0.240 1.096e+08 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.80.PMS.HB
0 0.001 1.850 0.30 0.289 1.823e+08 8.45e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.85.PMS
1 0.001 1.850 0.30 0.234 1.079e+08 0 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.85.PMS.HB
0 0.001 1.900 0.30 0.287 1.83e+08 7.874e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.90.PMS
0 0.001 1.950 0.30 0.287 1.762e+08 7.356e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M1.95.PMS
0 0.001 10.000 0.30 0.302 2.574e+06 2.276e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M10.0.PMS
0 0.001 11.000 0.30 0.300 2.089e+06 1.957e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M11.0.PMS
0 0.001 12.000 0.30 0.296 1.77e+06 1.712e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M12.0.PMS
0 0.001 14.000 0.30 0.317 1.706e+06 1.379e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M14.0.PMS
0 0.001 16.000 0.30 0.323 1.225e+06 1.161e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M16.0.PMS
0 0.001 18.000 0.30 0.330 8.843e+05 1.008e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M18.0.PMS
0 0.001 2.000 0.30 0.286 1.648e+08 6.902e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.00.PMS
0 0.001 2.050 0.30 0.286 1.542e+08 6.349e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.05.PMS
0 0.001 2.100 0.30 0.284 1.421e+08 5.968e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.10.PMS
0 0.001 2.150 0.30 0.284 1.319e+08 5.62e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.15.PMS
0 0.001 2.200 0.30 0.282 1.224e+08 5.299e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.20.PMS
0 0.001 2.250 0.30 0.280 1.134e+08 5.006e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.25.PMS
0 0.001 2.300 0.30 0.279 1.052e+08 4.737e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.30.PMS
0 0.001 2.350 0.30 0.279 9.78e+07 4.496e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.35.PMS
0 0.001 2.400 0.30 0.277 9.086e+07 4.275e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.40.PMS
0 0.001 2.600 0.30 0.273 6.965e+07 3.5e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.60.PMS
0 0.001 2.800 0.30 0.268 5.482e+07 2.931e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M2.80.PMS
0 0.001 20.000 0.30 0.337 7.423e+05 8.964e+06 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M20.0.PMS
0 0.001 3.000 0.30 0.258 4.445e+07 2.491e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M3.00.PMS
0 0.001 3.200 0.30 0.245 3.69e+07 2.144e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M3.20.PMS
0 0.001 3.400 0.30 0.234 3.089e+07 1.867e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M3.40.PMS
0 0.001 3.600 0.30 0.224 2.634e+07 1.642e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M3.60.PMS
0 0.001 3.800 0.30 0.215 2.252e+07 1.459e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M3.80.PMS
0 0.001 4.000 0.30 0.207 1.958e+07 1.304e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M4.00.PMS
0 0.001 4.200 0.30 0.201 1.709e+07 1.173e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M4.20.PMS
0 0.001 4.400 0.30 0.195 1.5e+07 1.062e+08 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M4.40.PMS
0 0.001 4.600 0.30 0.189 1.33e+07 9.671e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M4.60.PMS
0 0.001 4.800 0.30 0.185 1.192e+07 8.855e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M4.80.PMS
0 0.001 5.000 0.30 0.182 1.07e+07 8.135e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M5.00.PMS
0 0.001 5.200 0.30 0.179 9.633e+06 7.504e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M5.20.PMS
0 0.001 5.400 0.30 0.177 8.727e+06 6.95e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M5.40.PMS
0 0.001 5.600 0.30 0.174 7.987e+06 6.463e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M5.60.PMS
0 0.001 5.800 0.30 0.174 7.199e+06 6.029e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M5.80.PMS
0 0.001 6.000 0.30 0.178 6.582e+06 5.657e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M6.00.PMS
0 0.001 6.200 0.30 0.184 6.06e+06 5.304e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M6.20.PMS
0 0.001 6.400 0.30 0.205 5.589e+06 4.989e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M6.40.PMS
0 0.001 7.000 0.30 0.280 4.508e+06 4.199e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M7.00.PMS
0 0.001 8.000 0.30 0.293 4.271e+06 3.303e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M8.00.PMS
0 0.001 9.000 0.30 0.299 3.216e+06 2.7e+07 OV0.3_Z0.001_Y0.25/Z0.001Y0.25OUTA1.74_F7_M9.00.PMS
0 0.002 0.100 0.00 0.000 0 3.011e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.10.PMS
0 0.002 0.120 0.00 0.000 0 3.009e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.12.PMS
0 0.002 0.140 0.00 0.000 0 2.994e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.14.PMS
0 0.002 0.160 0.00 0.000 0 2.995e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.16.PMS
0 0.002 0.200 0.00 0.000 0 2.984e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.20.PMS
0 0.002 0.250 0.00 0.000 0 3e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.25.PMS
0 0.002 0.300 0.00 0.000 0 3.008e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.30.PMS
0 0.002 0.350 0.00 0.000 0 2.979e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.35.PMS
0 0.002 0.450 0.00 0.000 0 3.012e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.45.PMS
1 0.002 0.488 0.30 0.996 1.277e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.488.PMS.HB
1 0.002 0.489 0.30 0.994 1.268e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.489.PMS.HB
1 0.002 0.490 0.30 0.992 1.258e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.490.PMS.HB
1 0.002 0.495 0.30 0.982 1.229e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.495.PMS.HB
0 0.002 0.500 0.00 0.000 0 3.013e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.50.PMS
1 0.002 0.500 0.30 0.972 1.201e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.500.PMS.HB
1 0.002 0.505 0.30 0.963 1.175e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.505.PMS.HB
1 0.002 0.510 0.30 0.953 1.131e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.510.PMS.HB
1 0.002 0.515 0.30 0.944 1.103e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.515.PMS.HB
1 0.002 0.520 0.30 0.935 1.079e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.520.PMS.HB
1 0.002 0.525 0.30 0.926 1.144e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.525.PMS.HB
1 0.002 0.530 0.30 0.917 1.136e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.530.PMS.HB
1 0.002 0.540 0.30 0.900 1.129e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.540.PMS.HB
0 0.002 0.550 0.00 0.000 0 3.007e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.55.PMS
1 0.002 0.550 0.30 0.884 1.115e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.550.PMS.HB
1 0.002 0.560 0.30 0.868 9.31e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.560.PMS.HB
1 0.002 0.570 0.30 0.853 1.084e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.570.PMS.HB
1 0.002 0.580 0.30 0.838 1.077e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.580.PMS.HB
1 0.002 0.590 0.30 0.824 1.076e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.590.PMS.HB
0 0.002 0.600 0.00 0.000 0 3.012e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.60.PMS
1 0.002 0.600 0.30 0.810 1.066e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.60.PMS.HB
1 0.002 0.620 0.30 0.784 1.05e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.62.PMS.HB
1 0.002 0.640 0.30 0.759 1.022e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.64.PMS.HB
0 0.002 0.650 0.00 0.755 8.477e+05 2.687e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.65.PMS
1 0.002 0.660 0.30 0.736 1.008e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.66.PMS.HB
1 0.002 0.680 0.30 0.715 9.936e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.68.PMS.HB
0 0.002 0.700 0.00 0.699 8.491e+05 2.069e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.70.PMS
1 0.002 0.700 0.30 0.694 1.008e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.70.PMS.HB
1 0.002 0.720 0.30 0.675 9.972e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.72.PMS.HB
0 0.002 0.750 0.00 0.650 8.573e+05 1.625e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.75.PMS
1 0.002 0.750 0.30 0.648 9.824e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.75.PMS.HB
1 0.002 0.760 0.30 0.639 9.729e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.76.PMS.HB
1 0.002 0.780 0.30 0.623 9.904e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.78.PMS.HB
0 0.002 0.800 0.00 0.608 8.532e+05 1.298e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.80.PMS
1 0.002 0.800 0.30 0.607 9.799e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.80.PMS.HB
0 0.002 0.850 0.00 0.571 8.659e+05 1.044e+10 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.85.PMS
1 0.002 0.850 0.30 0.571 9.735e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.85.PMS.HB
0 0.002 0.900 0.00 0.538 8.492e+05 8.487e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.90.PMS
1 0.002 0.900 0.30 0.538 9.735e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.90.PMS.HB
0 0.002 0.950 0.00 0.509 8.776e+05 7.015e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.95.PMS
1 0.002 0.950 0.30 0.509 9.563e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M.95.PMS.HB
0 0.002 1.000 0.00 0.483 8.696e+05 5.824e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.00.PMS
1 0.002 1.000 0.30 0.483 9.702e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.00.PMS.HB
0 0.002 1.050 0.00 0.459 8.875e+05 4.878e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.05.PMS
1 0.002 1.050 0.30 0.459 9.611e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.05.PMS.HB
0 0.002 1.100 0.05 0.437 8.719e+05 4.109e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.10.PMS
1 0.002 1.100 0.30 0.437 9.483e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.10.PMS.HB
0 0.002 1.150 0.10 0.418 8.738e+05 3.525e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.15.PMS
1 0.002 1.150 0.30 0.418 9.54e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.15.PMS.HB
0 0.002 1.200 0.15 0.401 8.76e+05 3.041e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.20.PMS
1 0.002 1.200 0.30 0.401 9.439e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.20.PMS.HB
0 0.002 1.250 0.20 0.385 8.811e+05 2.655e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.25.PMS
1 0.002 1.250 0.30 0.385 9.406e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.25.PMS.HB
0 0.002 1.300 0.25 0.370 8.652e+05 2.391e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.30.PMS
1 0.002 1.300 0.30 0.370 9.322e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.30.PMS.HB
0 0.002 1.350 0.30 0.356 8.849e+05 2.193e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.35.PMS
1 0.002 1.350 0.30 0.356 9.278e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.35.PMS.HB
0 0.002 1.400 0.30 0.343 8.914e+05 1.966e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.40.PMS
1 0.002 1.400 0.30 0.343 9.368e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.40.PMS.HB
0 0.002 1.450 0.30 0.331 8.919e+05 1.775e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.45.PMS
1 0.002 1.450 0.30 0.330 9.306e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.45.PMS.HB
0 0.002 1.500 0.30 0.319 9.116e+05 1.611e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.50.PMS
1 0.002 1.500 0.30 0.319 9.318e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.50.PMS.HB
0 0.002 1.550 0.30 0.307 9.345e+05 1.466e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.55.PMS
1 0.002 1.550 0.30 0.307 9.51e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.55.PMS.HB
0 0.002 1.600 0.30 0.296 1.214e+06 1.341e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.60.PMS
1 0.002 1.600 0.30 0.296 9.546e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.60.PMS.HB
0 0.002 1.650 0.30 0.284 1.272e+06 1.231e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.65.PMS
1 0.002 1.650 0.30 0.284 9.751e+07 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.65.PMS.HB
0 0.002 1.700 0.30 0.271 1.097e+06 1.136e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.70.PMS
1 0.002 1.700 0.30 0.271 1.012e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.70.PMS.HB
0 0.002 1.750 0.30 0.257 1.184e+06 1.048e+09 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.75.PMS
1 0.002 1.750 0.30 0.256 1.087e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.75.PMS.HB
0 0.002 1.800 0.30 0.243 1.31e+06 9.708e+08 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.80.PMS
1 0.002 1.800 0.30 0.243 1.171e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.80.PMS.HB
0 0.002 1.850 0.30 0.224 7.663e+06 9.024e+08 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.85.PMS
1 0.002 1.850 0.30 0.224 1.327e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.85.PMS.HB
0 0.002 1.900 0.30 0.265 2.184e+08 8.408e+08 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.90.PMS
1 0.002 1.900 0.30 0.218 1.296e+08 0 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.90.PMS.HB
0 0.002 1.950 0.30 0.264 2.116e+08 7.849e+08 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M1.95.PMS
0 0.002 10.000 0.30 0.299 2.692e+06 2.287e+07 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M10.0.PMS
0 0.002 11.000 0.30 0.298 2.194e+06 1.963e+07 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M11.0.PMS
0 0.002 12.000 0.30 0.294 1.818e+06 1.715e+07 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M12.0.PMS
0 0.002 14.000 0.30 0.324 1.676e+06 1.379e+07 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M14.0.PMS
0 0.002 16.000 0.30 0.325 1.259e+06 1.16e+07 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M16.0.PMS
0 0.002 18.000 0.30 0.333 8.998e+05 1.006e+07 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M18.0.PMS
0 0.002 2.000 0.30 0.264 2.001e+08 7.36e+08 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.00.PMS
0 0.002 2.050 0.30 0.265 1.882e+08 6.768e+08 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.05.PMS
0 0.002 2.100 0.30 0.265 1.746e+08 6.359e+08 OV0.3_Z0.002_Y0.252/Z0.002Y0.252OUTA1.74_F7_M2.10.PMS
